                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                 1.6316,                 1.0523,                 1.1873,                0.76919,                0.64385,                0.73939,                0.37965,                 1.7357,                 1.1362,                 1.1772,             0.00046204,             0.00046204,             0.00046204
                    152,                  1.775,                 1.1195,                 1.2075,                0.67891,                0.67602,                0.71518,                0.35559,                 1.7046,                 1.0197,                 1.1834,             0.00045904,             0.00045904,             0.00045904
                    153,                 1.6463,                  1.075,                 1.1874,                0.67891,                0.67602,                0.71518,                0.35559,                 1.7046,                 1.0197,                 1.1834,             0.00045605,             0.00045605,             0.00045605
                    154,                 1.7124,                 1.0767,                 1.1943,                0.67639,                0.68138,                0.71435,                 0.3253,                 1.8192,                 1.0285,                 1.2403,             0.00045305,             0.00045305,             0.00045305
                    155,                 1.7284,                 1.0173,                 1.1955,                0.62693,                0.65609,                0.68131,                  0.294,                 1.8986,                 1.0894,                 1.2732,             0.00045005,             0.00045005,             0.00045005
                    156,                  1.713,                  1.067,                 1.2256,                0.55162,                0.63332,                0.60989,                 0.2717,                 1.8711,                 1.2118,                 1.2635,             0.00044705,             0.00044705,             0.00044705
                    157,                 1.6791,                 1.0993,                 1.1873,                0.55162,                0.63332,                0.60989,                 0.2717,                 1.8711,                 1.2118,                 1.2635,             0.00044405,             0.00044405,             0.00044405
                    158,                 1.7526,                  1.032,                 1.2024,                0.51904,                0.59817,                0.55342,                0.26451,                 1.8391,                 1.3121,                 1.2344,             0.00044105,             0.00044105,             0.00044105
                    159,                 1.7529,                 1.0184,                 1.1851,                0.52401,                0.60039,                0.57609,                0.27958,                 1.8281,                 1.2441,                 1.2153,             0.00043805,             0.00043805,             0.00043805
                    160,                 1.6262,                 1.0218,                 1.1907,                0.60347,                0.63607,                0.68258,                0.33931,                 1.7538,                 1.0625,                   1.18,             0.00043505,             0.00043505,             0.00043505
                    161,                 1.7162,                 1.0227,                 1.1946,                0.60347,                0.63607,                0.68258,                0.33931,                 1.7538,                 1.0625,                   1.18,             0.00043205,             0.00043205,             0.00043205
                    162,                 1.7093,                 1.0091,                 1.2072,                  0.845,                0.66949,                0.81658,                0.41995,                 1.6845,                0.97325,                 1.1544,             0.00042905,             0.00042905,             0.00042905
                    163,                 1.7061,                 1.0485,                 1.2285,                0.84355,                0.67202,                0.73629,                 0.3826,                 1.7053,                0.97829,                 1.1524,             0.00042605,             0.00042605,             0.00042605
                    164,                 1.6542,                 1.0502,                 1.1983,                0.84046,                0.66825,                0.73792,                0.36659,                 1.8021,                0.98588,                 1.1741,             0.00042305,             0.00042305,             0.00042305
                    165,                 1.7611,                  1.018,                 1.2119,                0.84046,                0.66825,                0.73792,                0.36659,                 1.8021,                0.98588,                 1.1741,             0.00042005,             0.00042005,             0.00042005
                    166,                 1.8628,                 1.1036,                 1.2016,                0.80504,                0.67721,                 0.7368,                0.33667,                 1.9399,                 1.0394,                 1.2067,             0.00041705,             0.00041705,             0.00041705
                    167,                  1.733,                  1.059,                 1.2347,                0.75819,                0.64344,                0.73166,                0.32243,                 1.9903,                 1.1286,                  1.216,             0.00041405,             0.00041405,             0.00041405
                    168,                 1.6701,                0.96189,                 1.1757,                0.72615,                0.63218,                0.70137,                  0.328,                 1.8547,                 1.1536,                 1.1819,             0.00041105,             0.00041105,             0.00041105
                    169,                 1.6286,                0.99429,                 1.2453,                0.72615,                0.63218,                0.70137,                  0.328,                 1.8547,                 1.1536,                 1.1819,             0.00040805,             0.00040805,             0.00040805
                    170,                 1.6711,                0.97592,                 1.1924,                0.66943,                0.64788,                0.64159,                0.32211,                 1.7066,                 1.1749,                 1.1545,             0.00040505,             0.00040505,             0.00040505
                    171,                 1.7483,                 1.0794,                 1.2651,                0.64016,                0.61151,                0.59307,                0.29799,                 1.7088,                  1.244,                 1.1659,             0.00040205,             0.00040205,             0.00040205
                    172,                 1.6797,                  1.021,                 1.2074,                0.63395,                0.61525,                0.58329,                0.28988,                 1.7213,                 1.2714,                 1.1683,             0.00039905,             0.00039905,             0.00039905
                    173,                  1.658,                0.99649,                 1.1987,                0.63395,                0.61525,                0.58329,                0.28988,                 1.7213,                 1.2714,                 1.1683,             0.00039605,             0.00039605,             0.00039605
                    174,                 1.5917,                  1.006,                 1.1616,                0.67534,                0.64368,                0.61298,                0.30761,                 1.7151,                 1.1628,                 1.1574,             0.00039305,             0.00039305,             0.00039305
                    175,                  1.705,                 1.0015,                 1.2152,                0.78136,                0.65364,                0.68634,                 0.3401,                 1.7695,                 1.0367,                 1.1608,             0.00039005,             0.00039005,             0.00039005
                    176,                 1.6169,                0.95235,                 1.1773,                 0.8654,                0.68962,                0.73122,                0.35356,                 1.8547,                0.97498,                 1.1772,             0.00038705,             0.00038705,             0.00038705
                    177,                 1.6091,                 1.0016,                 1.2027,                 0.8654,                0.68962,                0.73122,                0.35356,                 1.8547,                0.97498,                 1.1772,             0.00038405,             0.00038405,             0.00038405
                    178,                 1.7781,                0.99884,                 1.1889,                0.88934,                0.69405,                0.73588,                0.34965,                 1.8942,                0.95232,                 1.1863,             0.00038105,             0.00038105,             0.00038105
                    179,                 1.6938,                 0.9832,                 1.2279,                 0.8826,                0.68894,                0.73449,                0.35831,                 1.8242,                0.95652,                  1.172,             0.00037805,             0.00037805,             0.00037805
                    180,                 1.7273,                0.97223,                 1.1777,                0.86959,                0.68905,                0.73518,                0.37725,                 1.6909,                0.96579,                 1.1449,             0.00037505,             0.00037505,             0.00037505
                    181,                 1.6231,                0.94345,                 1.1946,                0.86959,                0.68905,                0.73518,                0.37725,                 1.6909,                0.96579,                 1.1449,             0.00037205,             0.00037205,             0.00037205
                    182,                 1.7091,                0.99967,                  1.228,                0.85462,                0.67723,                0.73058,                0.37695,                 1.6787,                 0.9928,                 1.1425,             0.00036905,             0.00036905,             0.00036905
                    183,                 1.6117,                0.97747,                  1.146,                0.84071,                0.66378,                0.72222,                0.37379,                 1.6717,                 1.0126,                 1.1429,             0.00036605,             0.00036605,             0.00036605
                    184,                 1.6438,                0.97197,                 1.1994,                0.81906,                0.66463,                0.71255,                 0.3671,                 1.6978,                 1.0212,                 1.1449,             0.00036305,             0.00036305,             0.00036305
                    185,                 1.6297,                0.96404,                 1.1776,                0.81906,                0.66463,                0.71255,                 0.3671,                 1.6978,                 1.0212,                 1.1449,             0.00036005,             0.00036005,             0.00036005
                    186,                 1.7488,                0.99637,                 1.1554,                0.82857,                0.68384,                0.72492,                0.36462,                 1.7596,                0.96648,                 1.1535,             0.00035706,             0.00035706,             0.00035706
                    187,                 1.6033,                 0.9607,                 1.1747,                0.86269,                0.70148,                0.74419,                 0.3569,                 1.8662,                 0.9524,                 1.1723,             0.00035406,             0.00035406,             0.00035406
                    188,                 1.6507,                 1.0123,                 1.1792,                0.86478,                0.71905,                0.75568,                0.35302,                 1.9061,                0.98416,                 1.1834,             0.00035106,             0.00035106,             0.00035106
                    189,                 1.6513,                      1,                 1.1756,                0.86478,                0.71905,                0.75568,                0.35302,                 1.9061,                0.98416,                 1.1834,             0.00034806,             0.00034806,             0.00034806
                    190,                 1.6649,                  1.061,                 1.2169,                0.87268,                0.70985,                0.77519,                0.36947,                 1.8575,                 1.0018,                 1.1767,             0.00034506,             0.00034506,             0.00034506
                    191,                  1.736,                0.97325,                 1.1751,                0.87321,                0.72077,                0.78499,                0.39591,                 1.7319,                0.96636,                 1.1547,             0.00034206,             0.00034206,             0.00034206
                    192,                 1.6797,                0.99885,                 1.2225,                0.88652,                0.71853,                0.78628,                0.40512,                 1.6891,                 0.9146,                 1.1497,             0.00033906,             0.00033906,             0.00033906
                    193,                 1.6462,                0.96983,                 1.1741,                0.88652,                0.71853,                0.78628,                0.40512,                 1.6891,                 0.9146,                 1.1497,             0.00033606,             0.00033606,             0.00033606
                    194,                 1.6877,                0.94923,                  1.159,                0.87638,                0.71554,                 0.7781,                0.39841,                 1.6587,                0.90131,                 1.1468,             0.00033306,             0.00033306,             0.00033306
                    195,                 1.7603,                0.97465,                 1.2077,                0.82778,                0.68924,                0.73738,                0.38055,                 1.6564,                0.95368,                 1.1447,             0.00033006,             0.00033006,             0.00033006
                    196,                 1.5725,                0.97209,                 1.1679,                0.78847,                0.66403,                 0.7065,                0.36657,                 1.6826,                 1.0435,                 1.1433,             0.00032706,             0.00032706,             0.00032706
                    197,                 1.6457,                 1.0026,                 1.1799,                0.78847,                0.66403,                 0.7065,                0.36657,                 1.6826,                 1.0435,                 1.1433,             0.00032406,             0.00032406,             0.00032406
                    198,                 1.7002,                0.95789,                 1.1525,                0.79044,                 0.6515,                0.69388,                0.35712,                 1.7145,                 1.0938,                 1.1464,             0.00032106,             0.00032106,             0.00032106
                    199,                 1.6437,                  1.039,                 1.1782,                0.78758,                0.65705,                0.68465,                0.35204,                 1.7061,                 1.1189,                 1.1458,             0.00031806,             0.00031806,             0.00031806
                    200,                 1.6865,                0.99165,                 1.1561,                0.80307,                0.66308,                0.68938,                0.35834,                 1.6392,                 1.0972,                 1.1353,             0.00031506,             0.00031506,             0.00031506
                    201,                 1.6517,                0.99046,                 1.1698,                0.80307,                0.66308,                0.68938,                0.35834,                 1.6392,                 1.0972,                 1.1353,             0.00031206,             0.00031206,             0.00031206
                    202,                 1.5724,                0.95302,                 1.1617,                0.81545,                0.67085,                0.70765,                0.36901,                 1.6031,                 1.0518,                 1.1278,             0.00030906,             0.00030906,             0.00030906
                    203,                  1.645,                0.98349,                 1.1775,                0.82382,                0.68529,                0.72762,                0.37027,                 1.6104,                   1.01,                 1.1299,             0.00030606,             0.00030606,             0.00030606
                    204,                 1.5984,                0.91272,                 1.1491,                0.82031,                0.67437,                0.72981,                0.36564,                 1.6312,                0.99176,                 1.1371,             0.00030306,             0.00030306,             0.00030306
                    205,                 1.6599,                0.96235,                 1.1983,                0.82031,                0.67437,                0.72981,                0.36564,                 1.6312,                0.99176,                 1.1371,             0.00030006,             0.00030006,             0.00030006
                    206,                 1.6452,                0.92685,                 1.1915,                0.81369,                0.66431,                0.72373,                0.36349,                  1.624,                0.98356,                 1.1365,             0.00029706,             0.00029706,             0.00029706
                    207,                   1.58,                0.97381,                 1.1544,                0.80119,                0.65679,                0.71466,                0.36661,                 1.5949,                0.97634,                 1.1278,             0.00029406,             0.00029406,             0.00029406
                    208,                 1.5729,                0.94931,                 1.1202,                0.80027,                0.67803,                0.71995,                0.37577,                 1.5958,                  0.959,                  1.126,             0.00029106,             0.00029106,             0.00029106
                    209,                 1.5531,                0.91632,                 1.1587,                0.80027,                0.67803,                0.71995,                0.37577,                 1.5958,                  0.959,                  1.126,             0.00028806,             0.00028806,             0.00028806
                    210,                 1.6828,                0.98354,                 1.1906,                0.81245,                0.67859,                0.72497,                0.37472,                 1.6621,                0.96184,                 1.1362,             0.00028506,             0.00028506,             0.00028506
                    211,                 1.6795,                 0.9622,                 1.1918,                0.82132,                0.68394,                0.72956,                0.36406,                 1.7615,                0.96593,                 1.1547,             0.00028206,             0.00028206,             0.00028206
                    212,                 1.6937,                0.95703,                 1.1607,                0.83997,                0.69347,                  0.739,                0.36916,                  1.757,                0.94968,                  1.154,             0.00027906,             0.00027906,             0.00027906
                    213,                 1.6109,                 0.9675,                 1.1629,                0.83997,                0.69347,                  0.739,                0.36916,                  1.757,                0.94968,                  1.154,             0.00027606,             0.00027606,             0.00027606
                    214,                 1.6492,                0.98273,                 1.1463,                0.84622,                 0.7023,                  0.748,                0.38573,                 1.6832,                0.93571,                 1.1425,             0.00027306,             0.00027306,             0.00027306
                    215,                 1.6594,                0.92927,                 1.1831,                0.84261,                0.70157,                0.74847,                 0.3872,                 1.6405,                0.94795,                 1.1379,             0.00027006,             0.00027006,             0.00027006
                    216,                 1.5817,                0.95533,                  1.153,                 0.8323,                0.69189,                0.74421,                 0.3841,                 1.6518,                 0.9717,                 1.1399,             0.00026706,             0.00026706,             0.00026706
                    217,                 1.5917,                0.92912,                 1.1607,                 0.8323,                0.69189,                0.74421,                 0.3841,                 1.6518,                 0.9717,                 1.1399,             0.00026406,             0.00026406,             0.00026406
                    218,                 1.6071,                0.93579,                 1.1618,                0.81396,                0.68936,                0.73601,                0.37998,                 1.6631,                0.99704,                 1.1343,             0.00026106,             0.00026106,             0.00026106
                    219,                 1.5986,                0.92398,                 1.1982,                0.80468,                 0.6836,                0.72305,                 0.3698,                 1.7023,                 1.0226,                 1.1342,             0.00025807,             0.00025807,             0.00025807
                    220,                 1.5932,                0.98086,                 1.1871,                0.80581,                0.68414,                0.72111,                0.35416,                 1.8068,                 1.0293,                 1.1511,             0.00025507,             0.00025507,             0.00025507
                    221,                  1.714,                0.95689,                 1.1963,                0.80581,                0.68414,                0.72111,                0.35416,                 1.8068,                 1.0293,                 1.1511,             0.00025207,             0.00025207,             0.00025207
                    222,                 1.6256,                 0.9122,                 1.1594,                 0.8156,                0.68529,                0.73171,                0.35214,                  1.857,                 1.0073,                 1.1615,             0.00024907,             0.00024907,             0.00024907
                    223,                 1.6169,                0.92713,                 1.1613,                0.82294,                0.69474,                0.75018,                0.37005,                 1.8047,                0.96257,                 1.1515,             0.00024607,             0.00024607,             0.00024607
                    224,                 1.5741,                0.90756,                 1.1773,                 0.8458,                0.68916,                0.76245,                0.38807,                 1.7357,                0.93109,                 1.1409,             0.00024307,             0.00024307,             0.00024307
                    225,                 1.6205,                0.96655,                 1.1731,                 0.8458,                0.68916,                0.76245,                0.38807,                 1.7357,                0.93109,                 1.1409,             0.00024007,             0.00024007,             0.00024007
                    226,                 1.5952,                0.94324,                 1.1252,                0.86197,                0.70994,                0.77033,                0.40261,                 1.6619,                0.89111,                 1.1287,             0.00023707,             0.00023707,             0.00023707
                    227,                  1.599,                0.91548,                 1.1572,                 0.8699,                0.71295,                 0.7686,                0.40758,                 1.6093,                0.87776,                  1.122,             0.00023407,             0.00023407,             0.00023407
                    228,                 1.5589,                0.90543,                 1.1787,                0.86232,                0.70524,                0.75717,                0.40437,                 1.6045,                0.89126,                 1.1222,             0.00023107,             0.00023107,             0.00023107
                    229,                 1.5963,                0.87754,                 1.1324,                0.86232,                0.70524,                0.75717,                0.40437,                 1.6045,                0.89126,                 1.1222,             0.00022807,             0.00022807,             0.00022807
                    230,                 1.5948,                0.90864,                 1.1281,                0.85854,                0.70813,                 0.7523,                0.39987,                 1.5919,                0.89535,                 1.1245,             0.00022507,             0.00022507,             0.00022507
                    231,                 1.6258,                0.91944,                 1.1918,                0.86067,                0.70194,                0.74896,                0.39537,                 1.6039,                0.90888,                 1.1297,             0.00022207,             0.00022207,             0.00022207
                    232,                 1.6437,                0.93269,                 1.2189,                0.85008,                0.69176,                0.74229,                0.38938,                 1.6265,                0.94407,                 1.1352,             0.00021907,             0.00021907,             0.00021907
                    233,                  1.567,                0.90445,                  1.164,                0.85008,                0.69176,                0.74229,                0.38938,                 1.6265,                0.94407,                 1.1352,             0.00021607,             0.00021607,             0.00021607
                    234,                 1.5698,                0.92207,                 1.1271,                0.83634,                0.68555,                0.73536,                0.38386,                 1.6577,                0.97636,                 1.1408,             0.00021307,             0.00021307,             0.00021307
                    235,                 1.5724,                0.88154,                 1.1389,                0.83485,                0.68824,                0.74704,                0.38504,                 1.6829,                 0.9853,                 1.1425,             0.00021007,             0.00021007,             0.00021007
                    236,                 1.6091,                0.87903,                 1.1798,                0.83321,                0.69558,                0.76111,                0.38982,                  1.704,                0.95722,                 1.1407,             0.00020707,             0.00020707,             0.00020707
                    237,                 1.6327,                0.91869,                 1.1225,                0.83321,                0.69558,                0.76111,                0.38982,                  1.704,                0.95722,                 1.1407,             0.00020407,             0.00020407,             0.00020407
                    238,                 1.5413,                0.85014,                 1.1327,                0.86006,                0.69126,                0.77074,                0.39697,                  1.695,                0.92358,                 1.1355,             0.00020107,             0.00020107,             0.00020107
                    239,                 1.5438,                0.87876,                 1.1584,                0.86489,                0.71021,                0.77447,                0.40251,                 1.6735,                 0.8985,                 1.1293,             0.00019807,             0.00019807,             0.00019807
                    240,                   1.67,                0.91173,                 1.1178,                0.86407,                0.71828,                0.79574,                0.42002,                 1.6344,                0.88261,                 1.1222,             0.00019507,             0.00019507,             0.00019507
                    241,                 1.5772,                0.93561,                 1.1495,                0.86407,                0.71828,                0.79574,                0.42002,                 1.6344,                0.88261,                 1.1222,             0.00019207,             0.00019207,             0.00019207
                    242,                 1.6102,                0.87168,                 1.1357,                 0.8678,                0.72409,                0.79764,                0.42745,                 1.5993,                 0.8723,                 1.1166,             0.00018907,             0.00018907,             0.00018907
                    243,                 1.5883,                0.88194,                 1.1619,                0.87571,                 0.7237,                0.80025,                0.42868,                 1.5948,                0.87204,                 1.1146,             0.00018607,             0.00018607,             0.00018607
                    244,                 1.6631,                0.92832,                 1.1765,                0.86729,                0.72331,                0.80074,                0.42232,                 1.6138,                0.88138,                 1.1179,             0.00018307,             0.00018307,             0.00018307
                    245,                 1.5637,                0.86482,                 1.1656,                0.86729,                0.72331,                0.80074,                0.42232,                 1.6138,                0.88138,                 1.1179,             0.00018007,             0.00018007,             0.00018007
                    246,                 1.5387,                0.89422,                 1.1493,                0.85075,                0.70329,                0.76914,                  0.401,                 1.6475,                 0.9238,                 1.1256,             0.00017707,             0.00017707,             0.00017707
                    247,                  1.666,                0.92553,                 1.1271,                0.81676,                0.69028,                0.74305,                0.38646,                 1.6489,                0.97582,                 1.1302,             0.00017407,             0.00017407,             0.00017407
                    248,                 1.5817,                0.92552,                 1.1793,                0.79807,                0.67325,                0.71542,                0.37134,                  1.649,                 1.0096,                 1.1325,             0.00017107,             0.00017107,             0.00017107
                    249,                 1.5409,                0.88337,                 1.1328,                0.79807,                0.67325,                0.71542,                0.37134,                  1.649,                 1.0096,                 1.1325,             0.00016807,             0.00016807,             0.00016807
                    250,                 1.5979,                0.91711,                 1.1693,                 0.7902,                0.66501,                0.69842,                0.36478,                 1.6385,                 1.0231,                  1.134,             0.00016507,             0.00016507,             0.00016507
                    251,                 1.5665,                0.86764,                 1.1299,                0.79931,                0.67725,                0.70955,                0.37167,                  1.619,                0.99834,                 1.1305,             0.00016207,             0.00016207,             0.00016207
                    252,                 1.5972,                0.92355,                 1.1621,                0.81796,                0.69359,                0.73577,                0.38482,                 1.6296,                0.95542,                 1.1285,             0.00015907,             0.00015907,             0.00015907
                    253,                 1.6202,                0.91018,                  1.161,                0.81796,                0.69359,                0.73577,                0.38482,                 1.6296,                0.95542,                 1.1285,             0.00015608,             0.00015608,             0.00015608
                    254,                  1.576,                 0.9018,                 1.1375,                0.85306,                0.71042,                0.76529,                0.40037,                 1.6251,                0.90821,                 1.1248,             0.00015308,             0.00015308,             0.00015308
                    255,                 1.6062,                0.89346,                 1.1417,                0.87459,                0.72455,                0.78604,                0.41211,                 1.5933,                0.87676,                 1.1185,             0.00015008,             0.00015008,             0.00015008
                    256,                 1.5679,                0.91357,                  1.136,                0.88305,                0.72675,                0.78944,                0.41734,                 1.5643,                0.86597,                 1.1158,             0.00014708,             0.00014708,             0.00014708
                    257,                  1.643,                0.92724,                 1.2163,                0.88305,                0.72675,                0.78944,                0.41734,                 1.5643,                0.86597,                 1.1158,             0.00014408,             0.00014408,             0.00014408
                    258,                 1.5626,                 0.9013,                 1.1206,                0.88439,                0.72578,                0.78985,                0.41361,                 1.5641,                0.86584,                 1.1173,             0.00014108,             0.00014108,             0.00014108
                    259,                 1.5434,                0.87402,                 1.1321,                0.87394,                0.72924,                0.78876,                0.41516,                 1.5644,                0.86516,                 1.1151,             0.00013808,             0.00013808,             0.00013808
                    260,                 1.5885,                0.88788,                 1.1872,                0.88015,                0.71473,                0.79357,                0.41782,                 1.5696,                0.86968,                 1.1101,             0.00013508,             0.00013508,             0.00013508
                    261,                  1.516,                0.83913,                 1.1568,                0.88015,                0.71473,                0.79357,                0.41782,                 1.5696,                0.86968,                 1.1101,             0.00013208,             0.00013208,             0.00013208
                    262,                 1.5068,                0.85939,                 1.1261,                0.88114,                0.70652,                0.78989,                0.41472,                 1.5966,                0.87488,                 1.1105,             0.00012908,             0.00012908,             0.00012908
                    263,                 1.5984,                0.89259,                 1.1499,                0.87435,                0.69863,                0.78482,                 0.4051,                 1.6468,                0.90037,                 1.1183,             0.00012608,             0.00012608,             0.00012608
                    264,                 1.6636,                0.89635,                 1.1613,                0.86187,                0.69212,                0.78023,                0.39981,                 1.6736,                0.92349,                 1.1246,             0.00012308,             0.00012308,             0.00012308
                    265,                 1.5861,                0.85281,                 1.1331,                0.86187,                0.69212,                0.78023,                0.39981,                 1.6736,                0.92349,                 1.1246,             0.00012008,             0.00012008,             0.00012008
                    266,                 1.5747,                0.92008,                 1.1322,                0.85453,                0.68351,                0.77437,                0.39962,                 1.6641,                0.94545,                 1.1252,             0.00011708,             0.00011708,             0.00011708
                    267,                 1.5197,                 0.8532,                 1.1422,                0.84918,                0.69093,                0.77457,                 0.4022,                 1.6429,                0.94904,                 1.1234,             0.00011408,             0.00011408,             0.00011408
                    268,                 1.6342,                 0.9097,                 1.1663,                0.84709,                 0.6961,                0.77677,                0.40929,                 1.6138,                0.93602,                 1.1213,             0.00011108,             0.00011108,             0.00011108
                    269,                 1.5621,                0.89356,                 1.1616,                0.84709,                 0.6961,                0.77677,                0.40929,                 1.6138,                0.93602,                 1.1213,             0.00010808,             0.00010808,             0.00010808
                    270,                 1.5584,                0.91703,                 1.1312,                0.85365,                0.70279,                0.78349,                0.41406,                 1.5904,                0.91101,                 1.1195,             0.00010508,             0.00010508,             0.00010508
                    271,                 1.5991,                0.90335,                 1.1577,                0.86389,                0.71211,                0.78937,                 0.4153,                 1.5833,                0.88775,                 1.1186,             0.00010208,             0.00010208,             0.00010208
                    272,                  1.521,                0.85506,                 1.1207,                0.86915,                0.71164,                0.79096,                0.41574,                 1.5827,                0.87753,                 1.1185,             9.9081e-05,             9.9081e-05,             9.9081e-05
                    273,                 1.5916,                0.86527,                  1.126,                0.86915,                0.71164,                0.79096,                0.41574,                 1.5827,                0.87753,                 1.1185,             9.6081e-05,             9.6081e-05,             9.6081e-05
                    274,                 1.5591,                0.86409,                 1.1577,                0.86801,                0.72078,                0.79235,                0.41584,                 1.5899,                0.87191,                 1.1171,             9.3082e-05,             9.3082e-05,             9.3082e-05
                    275,                  1.554,                0.90428,                  1.172,                0.86924,                0.71581,                0.78982,                0.41611,                 1.6038,                0.87657,                 1.1168,             9.0082e-05,             9.0082e-05,             9.0082e-05
                    276,                 1.6732,                0.94865,                 1.1246,                0.87123,                0.70801,                0.78824,                0.41207,                 1.6211,                0.87895,                 1.1172,             8.7082e-05,             8.7082e-05,             8.7082e-05
                    277,                 1.5633,                0.90084,                 1.1766,                0.87123,                0.70801,                0.78824,                0.41207,                 1.6211,                0.87895,                 1.1172,             8.4083e-05,             8.4083e-05,             8.4083e-05
                    278,                 1.5442,                0.85148,                 1.1434,                0.86374,                0.70944,                0.78524,                0.40832,                 1.6344,                0.88881,                 1.1198,             8.1083e-05,             8.1083e-05,             8.1083e-05
                    279,                 1.5696,                0.88245,                 1.1619,                0.86073,                0.70549,                0.78184,                0.40277,                 1.6522,                0.89924,                 1.1221,             7.8083e-05,             7.8083e-05,             7.8083e-05
                    280,                 1.5432,                0.87349,                  1.145,                0.85724,                0.70225,                0.77727,                0.39881,                 1.6754,                0.90128,                 1.1261,             7.5083e-05,             7.5083e-05,             7.5083e-05
                    281,                 1.5899,                0.87545,                 1.1059,                0.85724,                0.70225,                0.77727,                0.39881,                 1.6754,                0.90128,                 1.1261,             7.2084e-05,             7.2084e-05,             7.2084e-05
                    282,                  1.552,                0.87619,                 1.1214,                0.85225,                0.69722,                0.77983,                0.39678,                 1.6899,                 0.9061,                 1.1285,             6.9084e-05,             6.9084e-05,             6.9084e-05
                    283,                 1.5644,                0.87434,                 1.1317,                0.84892,                0.69382,                0.77608,                0.39484,                 1.6864,                0.91119,                 1.1289,             6.6084e-05,             6.6084e-05,             6.6084e-05
                    284,                 1.5307,                0.86935,                 1.1263,                0.84537,                0.69737,                0.77531,                0.39643,                 1.6708,                0.90953,                 1.1272,             6.3085e-05,             6.3085e-05,             6.3085e-05
                    285,                 1.5736,                0.87079,                 1.1253,                0.84537,                0.69737,                0.77531,                0.39643,                 1.6708,                0.90953,                 1.1272,             6.0085e-05,             6.0085e-05,             6.0085e-05
                    286,                  1.549,                0.88522,                 1.1224,                0.84937,                0.69983,                 0.7782,                0.40064,                  1.649,                0.90317,                 1.1239,             5.7085e-05,             5.7085e-05,             5.7085e-05
                    287,                 1.5246,                0.87749,                  1.161,                 0.8494,                0.70553,                0.78168,                0.40385,                 1.6306,                0.89805,                 1.1229,             5.4086e-05,             5.4086e-05,             5.4086e-05
                    288,                 1.5862,                0.87067,                 1.1499,                  0.861,                0.70662,                0.78794,                0.41075,                 1.6108,                0.88667,                 1.1212,             5.1086e-05,             5.1086e-05,             5.1086e-05
                    289,                 1.5917,                0.86707,                 1.1135,                  0.861,                0.70662,                0.78794,                0.41075,                 1.6108,                0.88667,                 1.1212,             4.8086e-05,             4.8086e-05,             4.8086e-05
                    290,                 1.5422,                0.84786,                 1.1534,                0.86992,                0.71213,                0.79603,                0.41557,                 1.5948,                0.87232,                 1.1197,             4.5086e-05,             4.5086e-05,             4.5086e-05
                    291,                 1.5477,                 1.1262,                 1.1687,                0.88046,                0.70637,                0.80398,                0.42071,                 1.5754,                0.86439,                 1.1165,             4.2087e-05,             4.2087e-05,             4.2087e-05
                    292,                 1.5762,                 1.0579,                 1.2124,                0.89165,                0.70243,                0.80576,                  0.424,                 1.5658,                 0.8642,                 1.1138,             3.9087e-05,             3.9087e-05,             3.9087e-05
                    293,                 1.5599,                 1.0752,                 1.1842,                0.89165,                0.70243,                0.80576,                  0.424,                 1.5658,                 0.8642,                 1.1138,             3.6087e-05,             3.6087e-05,             3.6087e-05
                    294,                 1.4891,                 1.0175,                 1.1417,                0.89334,                0.70542,                0.80676,                0.42376,                 1.5611,                0.86821,                 1.1108,             3.3088e-05,             3.3088e-05,             3.3088e-05
                    295,                  1.525,                 1.0426,                 1.1537,                0.88813,                0.71051,                0.80814,                0.42509,                 1.5623,                0.87336,                 1.1079,             3.0088e-05,             3.0088e-05,             3.0088e-05
                    296,                 1.5273,                 1.0141,                 1.1655,                0.88108,                0.70829,                0.80688,                0.42275,                 1.5656,                0.88116,                 1.1067,             2.7088e-05,             2.7088e-05,             2.7088e-05
                    297,                  1.627,                0.97692,                 1.2584,                0.88108,                0.70829,                0.80688,                0.42275,                 1.5656,                0.88116,                 1.1067,             2.4089e-05,             2.4089e-05,             2.4089e-05
                    298,                 1.4962,                 1.0011,                 1.1672,                 0.8835,                0.69893,                0.80508,                0.42172,                 1.5662,                0.89214,                 1.1061,             2.1089e-05,             2.1089e-05,             2.1089e-05
                    299,                 1.5766,                 1.0205,                 1.2429,                 0.8766,                0.69753,                0.80234,                0.42456,                 1.5697,                0.90307,                  1.106,             1.8089e-05,             1.8089e-05,             1.8089e-05
                    300,                 1.5305,                0.97905,                 1.1655,                0.86989,                0.69972,                0.80132,                0.42053,                 1.5749,                0.91273,                 1.1063,             1.5089e-05,             1.5089e-05,             1.5089e-05
